ds,yhat,yhat_lower,yhat_upper
2024-11-29 05:00:00,106.39423712176409,105.78937300994386,106.98613433193813
2024-12-02 05:00:00,106.5671249581898,105.993772928838,107.14996801022134
2024-12-03 05:00:00,106.66685305539946,106.09000419606473,107.22029960398392
2024-12-04 05:00:00,106.75363357304167,106.14368254670329,107.31803669622165
2024-12-05 05:00:00,106.79675254068334,106.21855001320878,107.43011887725667
2024-12-06 05:00:00,106.87661060678586,106.27903438076503,107.42454270308149
2024-12-09 05:00:00,107.04949844321384,106.47390462328697,107.6046015113334
2024-12-10 05:00:00,107.14922654042164,106.51981915094774,107.67830738572194
2024-12-11 05:00:00,107.236007058065,106.64431062883786,107.80567320695054
2024-12-12 05:00:00,107.27912602570652,106.68227095361897,107.8880656481085
2024-12-13 05:00:00,107.3589840918099,106.74798086855779,107.86552961444158
2024-12-16 05:00:00,107.53187192823803,106.93855087928407,108.14951046057163
2024-12-17 05:00:00,107.6316000254456,107.02813337531808,108.1923381369878
2024-12-18 05:00:00,107.71838054308907,107.1456545588752,108.26785878499255
2024-12-19 05:00:00,107.76149951073013,107.14124421913705,108.36788158544084
2024-12-20 05:00:00,107.84135757683396,107.30079493327788,108.41336248834048
2024-12-21 05:00:00,108.61063865188126,108.03481232808997,109.17586102615303
2024-12-22 05:00:00,108.29359934773107,107.68972606921527,108.88866229827008
2024-12-23 05:00:00,108.01424541326126,107.45439789607181,108.58561340406258
2024-12-24 05:00:00,108.1139735104687,107.5394432707116,108.71723427984236
2024-12-25 05:00:00,108.2007540281117,107.60525058938263,108.81420756317924
2024-12-26 05:00:00,108.24387299575378,107.61125996714483,108.86517316101778
